pubchem_cid	concept_id	concept_name	total_labels	type	n_labels	percent_labels	occurs_min	occurs_max	occurs_mean	occurs_mode	occurs_sd	occurs_iqr
4737	C0917801	insomnia	1	indication	1	1	1	1	1	1		0
60853	C0424091	loss of interest	24	indication	9	0.375	1	1	1	1	0	0
93860	C0242656	progression	12	indication	2	0.166666666666667	2	2	2	2	0	0
5329102	C0206663	pNET	6	indication	1	0.166666666666667	1	1	1	1		0
82146	C0024299	lymphoma	9	indication	6	0.666666666666667	1	1	1	1	0	0
5245	C0025322	early menopause	17	indication	15	0.882352941176471	1	1	1	1	0	0
468595	C2363963	antifungal therapy	2	indication	1	0.5	1	1	1	1		0
6230	C0042134	uterine hemorrhage	12	indication	1	0.0833333333333333	1	1	1	1		0
27991	C0018944	hematoma	37	indication	6	0.162162162162162	1	1	1	1	0	0
681	C0030232	pallor	7	indication	7	1	1	1	1	1	0	0
5281021	C0031090	periodontal disease	34	indication	1	0.0294117647058824	1	1	1	1		0
5360373	C0007114	skin cancer	3	indication	1	0.333333333333333	1	1	1	1		0
5281106	C0033046	pms	66	indication	2	0.0303030303030303	1	1	1	1	0	0
119	C0008049	Chickenpox	1	indication	1	1	2	2	2	2		0
60853	C0349208	manic episode	24	indication	9	0.375	1	1	1	1	0	0
54454	C0020479	dysbetalipoproteinemia	84	indication	54	0.642857142857143	1	2	1.2962962962963	1	0.46091089588801	1
6741	C0024138	discoid lupus	39	indication	8	0.205128205128205	2	2	2	2	0	0
5280972	C0043388	Yaws	1	indication	1	1	1	1	1	1		0
6249	C0021311	infection	15	indication	15	1	2	2	2	2	0	0
1046	C0151332	active tuberculosis	2	indication	2	1	1	1	1	1	0	0
60779	C0278488	metastatic breast cancer	8	indication	1	0.125	1	1	1	1		0
4911	C0018099	gout	3	indication	3	1	1	1	1	1	0	0
3467	C0041582	ulcer	26	indication	17	0.653846153846154	1	1	1	1	0	0
60855	C0024117	chronic obstructive pulmonary disease	6	indication	6	1	1	1	1	1	0	0
3826	C0344307	analgesia	39	indication	15	0.384615384615385	1	1	1	1	0	0
5755	C0039103	synovitis	30	indication	8	0.266666666666667	1	1	1	1	0	0
441199	C0007642	cellulitis	15	indication	15	1	1	1	1	1	0	0
2732	C0018801	heart failure	4	indication	4	1	1	1	1	1	0	0
29029	C0021311	infection	85	indication	47	0.552941176470588	1	2	1.82978723404255	2	0.379882644130722	0
4870	C0023890	cirrhosis	1	indication	1	1	2	2	2	2		0
9916860	C0917798	cerebral ischemia	1	indication	1	1	1	1	1	1		0
3510	C0006826	cancer	3	indication	3	1	1	1	1	1	0	0
5743	C0553662	juvenile rheumatoid arthritis	29	indication	20	0.689655172413793	1	1	1	1	0	0
3475	C0033046	pms	4	indication	1	0.25	1	1	1	1		0
38904	C0027651	tumor	5	indication	4	0.8	1	2	1.25	1	0.5	0.25
9904	C1565489	renal insufficiency	2	indication	2	1	1	1	1	1	0	0
4829	C0220982	ketoacidosis	43	indication	3	0.0697674418604651	1	1	1	1	0	0
2477	C0003467	anxiety	28	indication	28	1	2	2	2	2	0	0
5035	C0025274	menarche	4	indication	3	0.75	1	1	1	1	0	0
2801	C0600104	compulsions	8	indication	8	1	2	2	2	2	0	0
2770	C0153392	Nasopharyngeal cancer	5	indication	1	0.2	1	1	1	1		0
54687	C0020557	hypertriglyceridemia	49	indication	3	0.0612244897959184	1	1	1	1	0	0
159269	C0524909	chronic hepatitis B	2	indication	2	1	1	1	1	1	0	0
6238	C0032961	gestation	1	indication	1	1	1	1	1	1		0
3100	C0020517	hypersensitivity	15	indication	14	0.933333333333333	1	1	1	1	0	0
60749	C0281361	adenocarcinoma of the pancreas	28	indication	27	0.964285714285714	1	1	1	1	0	0
2474	C0344307	analgesia	22	indication	12	0.545454545454545	1	1	1	1	0	0
5360515	C0524662	opioid dependence	7	indication	2	0.285714285714286	2	2	2	2	0	0
43672	C0007642	cellulitis	6	indication	3	0.5	1	1	1	1	0	0
2723601	C0023467	AML	6	indication	6	1	1	2	1.83333333333333	2	0.408248290463863	0
4737	C0013537	eclampsia	1	indication	1	1	1	1	1	1		0
4891	C0036329	Schistosoma japonicum	2	indication	2	1	1	1	1	1	0	0
2140	C0025286	meningioma	15	indication	5	0.333333333333333	1	1	1	1	0	0
6335986	C0037199	sinusitis	7	indication	7	1	1	1	1	1	0	0
3776	C0021311	infection	4	indication	2	0.5	1	1	1	1	0	0
131535	C1699206	Virologic failure	16	indication	14	0.875	2	2	2	2	0	0
65028	C0221423	sickness	12	indication	8	0.666666666666667	1	1	1	1	0	0
441129	C0085437	Bacterial Meningitis	10	indication	10	1	3	3	3	3	0	0
5311052	C0037274	skin disorder	1	indication	1	1	1	1	1	1		0
151171	C0559546	ADVERSE REACTIONS	4	indication	2	0.5	1	1	1	1	0	0
2907	C0023448	lymphocytic leukemia	9	indication	8	0.888888888888889	1	1	1	1	0	0
3366	C0010414	cryptococcosis	4	indication	4	1	1	1	1	1	0	0
3637	C0085580	essential hypertension	18	indication	18	1	1	1	1	1	0	0
5656	C2242996	tingling	97	indication	28	0.288659793814433	1	1	1	1	0	0
3100	C0152227	watery eyes	15	indication	5	0.333333333333333	1	1	1	1	0	0
53232	C0010068	coronary heart disease	48	indication	48	1	1	3	1.95833333333333	2	0.288675134594813	0
3168	C0042963	vomiting	4	indication	4	1	1	1	1	1	0	0
10836	C0233415	distractibility	4	indication	4	1	1	1	1	1	0	0
12560	C0009759	conjunctiva	72	indication	6	0.0833333333333333	1	1	1	1	0	0
5479530	C0851989	Bone and Joint Infections	39	indication	39	1	1	1	1	1	0	0
65028	C0234238	aches	12	indication	7	0.583333333333333	1	1	1	1	0	0
2140	C0024591	malignant hyperthermia	15	indication	1	0.0666666666666667	1	1	1	1		0
31307	C0017178	Gastrointestinal Disorders	62	indication	6	0.0967741935483871	1	1	1	1	0	0
5280962	C0149778	soft tissue infections	6	indication	6	1	1	1	1	1	0	0
5479	C0040921	Trichomoniasis	2	indication	2	1	2	3	2.5	3	0.707106781186548	0.5
4168	C0006826	cancer	36	indication	9	0.25	2	2	2	2	0	0
3342	C0030193	pain	2	indication	2	1	1	1	1	1	0	0
2520	C0687133	Interactions	42	indication	8	0.19047619047619	1	1	1	1	0	0
60843	C0149925	small cell lung cancer	1	indication	1	1	2	2	2	2		0
10836	C0041671	Attention Deficit	4	indication	4	1	2	2	2	2	0	0
2477	C0234215	discomfort	28	indication	22	0.785714285714286	1	1	1	1	0	0
2284	C0026837	rigidity	30	indication	20	0.666666666666667	2	2	2	2	0	0
16132265	C0003873	rheumatoid arthritis	1	indication	1	1	2	2	2	2		0
31703	C0700198	aspiration	15	indication	1	0.0666666666666667	1	1	1	1		0
6215	C0013595	eczema	18	indication	2	0.111111111111111	1	1	1	1	0	0
2088	C0018834	heartburn	53	indication	1	0.0188679245283019	1	1	1	1		0
12555	C0333355	mucositis	1	indication	1	1	1	1	1	1		0
213039	C0030563	para	4	indication	2	0.5	1	1	1	1	0	0
5282044	C0694549	community acquired pneumonia	6	indication	1	0.166666666666667	1	1	1	1		0
4436	C0020517	hypersensitivity	4	indication	1	0.25	1	1	1	1		0
5546	C0013604	edema	1	indication	1	1	2	2	2	2		0
150610	C0034186	pyelonephritis	12	indication	11	0.916666666666667	1	1	1	1	0	0
3440	C0027726	nephrotic syndrome	41	indication	34	0.829268292682927	1	1	1	1	0	0
53232	C0038454	cerebrovascular accident	48	indication	8	0.166666666666667	1	1	1	1	0	0
247839	C0009766	Allergic conjunctivitis	2	indication	1	0.5	1	1	1	1		0
2216	C0039242	tachyphylaxis	8	indication	3	0.375	1	1	1	1	0	0
5757	C1384606	dyspareunia	80	indication	5	0.0625	1	1	1	1	0	0
60825	C0013203	drug resistance	22	indication	2	0.0909090909090909	1	1	1	1	0	0
383413	C0346647	pancreatic cancer	20	indication	1	0.05	1	1	1	1		0
6602291	C0000833	abscess	4	indication	1	0.25	1	1	1	1		0
150311	C0852949	artery disease	22	indication	17	0.772727272727273	2	2	2	2	0	0
4170	C0022658	nephropathy	4	indication	3	0.75	1	1	1	1	0	0
702	C0153662	abdominal cancer	3	indication	2	0.666666666666667	1	1	1	1	0	0
2756	C0038358	gastric ulcer	6	indication	4	0.666666666666667	1	1	1	1	0	0
36811	C0232197	fibrillation	9	indication	5	0.555555555555556	1	1	1	1	0	0
2720	C0234215	discomfort	8	indication	6	0.75	1	1	1	1	0	0
36339	C0007222	cardiovascular disease	5	indication	1	0.2	1	1	1	1		0
5878	C0027051	myocardial infarction	10	indication	2	0.2	1	1	1	1	0	0
4614	C0029408	osteoarthritis	16	indication	16	1	1	1	1	1	0	0
2771	C0424091	loss of interest	93	indication	63	0.67741935483871	1	1	1	1	0	0
2118	C0349231	phobia	54	indication	12	0.222222222222222	1	1	1	1	0	0
2130	C0021400	flu	22	indication	21	0.954545454545455	2	3	2.0952380952381	2	0.300792603759119	0
4456	C0026896	myasthenia gravis	3	indication	3	1	1	1	1	1	0	0
5281011	C0018188	granuloma	38	indication	18	0.473684210526316	1	1	1	1	0	0
33036	C0035460	Vasomotor rhinitis	1	indication	1	1	1	1	1	1		0
5281008	C0311389	Nongonococcal urethritis	6	indication	6	1	1	1	1	1	0	0
3042	C0022104	irritable bowel	23	indication	22	0.956521739130435	2	2	2	2	0	0
5071	C0021400	flu	6	indication	6	1	1	2	1.5	1	0.547722557505166	1
4946	C0237284	unresponsive	46	indication	8	0.173913043478261	1	1	1	1	0	0
5361917	C0221423	sickness	1	indication	1	1	1	1	1	1		0
5391	C0004936	Psychiatric Disorders	20	indication	4	0.2	1	1	1	1	0	0
150610	C0032285	pneumonia	12	indication	12	1	1	2	1.91666666666667	2	0.288675134594813	0
39042	C0030305	pancreatitis	1	indication	1	1	1	1	1	1		0
9782	C0034150	purpura	35	indication	1	0.0285714285714286	1	1	1	1		0
5865	C0869523	carditis	43	indication	43	1	1	1	1	1	0	0
441335	C0032584	polyps	33	indication	2	0.0606060606060606	2	2	2	2	0	0
26757	C0037036	increased salivation	10	indication	5	0.5	1	1	1	1	0	0
444030	C0021167	incontinence	6	indication	6	1	1	1	1	1	0	0
150311	C0242339	dyslipidemia	22	indication	21	0.954545454545455	1	1	1	1	0	0
5291	C0238198	gastrointestinal stromal tumors	27	indication	24	0.888888888888889	2	3	2.625	3	0.49453535504684	1
5311304	C0344307	analgesia	5	indication	5	1	1	1	1	1	0	0
5280965	C0239295	esophageal candidiasis	8	indication	1	0.125	1	1	1	1		0
3345	C0740858	substance abuse	64	indication	19	0.296875	1	1	1	1	0	0
5775	C0520539	hypertensive episodes	3	indication	1	0.333333333333333	1	1	1	1		0
2094	C0242656	progression	27	indication	3	0.111111111111111	1	1	1	1	0	0
5035	C0007099	Carcinoma in Situ	4	indication	3	0.75	1	1	1	1	0	0
5362420	C0600518	choroidal neovascularization	8	indication	8	1	1	1	1	1	0	0
5388961	C0341697	renal impairment	56	indication	10	0.178571428571429	1	1	1	1	0	0
37768	C1112209	abdominal infections	2	indication	2	1	1	1	1	1	0	0
3639	C1306577	death	67	indication	1	0.0149253731343284	1	1	1	1		0
123631	C0149925	small cell lung cancer	8	indication	7	0.875	1	1	1	1	0	0
4170	C0020538	hypertension	4	indication	4	1	1	1	1	1	0	0
5361092	C0184567	acute pain	5	indication	1	0.2	1	1	1	1		0
125017	C0085631	agitation	3	indication	3	1	2	2	2	2	0	0
4659569	C0162557	acute liver failure	1	indication	1	1	1	1	1	1		0
338	C0036508	seborrhea	38	indication	1	0.0263157894736842	1	1	1	1		0
5281021	C0031350	pharyngitis	34	indication	4	0.117647058823529	2	2	2	2	0	0
27447	C0015967	fever	41	indication	41	1	1	1	1	1	0	0
16132438	C0860800	normal glucose	17	indication	3	0.176470588235294	1	1	1	1	0	0
71616	C0004030	aspergillosis	30	indication	30	1	1	2	1.53333333333333	2	0.507416263404925	1
5281011	C0029882	otitis media	38	indication	6	0.157894736842105	1	1	1	1	0	0
2756	C0041582	ulcer	6	indication	6	1	2	2	2	2	0	0
4594	C0850666	Helicobacter pylori infection	39	indication	9	0.230769230769231	1	1	1	1	0	0
5819	C0000786	spontaneous abortion	113	indication	1	0.00884955752212389	1	1	1	1		0
4583	C0041969	urethra	34	indication	13	0.382352941176471	1	1	1	1	0	0
104741	C0006142	breast cancer	5	indication	5	1	1	1	1	1	0	0
5281075	C0019080	hemorrhage	2	indication	2	1	2	2	2	2	0	0
2140	C0011175	dehydration	15	indication	1	0.0666666666666667	2	2	2	2		0
12560	C0041976	urethritis	72	indication	40	0.555555555555556	1	1	1	1	0	0
636380	C0002965	unstable angina	9	indication	2	0.222222222222222	1	1	1	1	0	0
65492	C0002940	aneurysm	5	indication	3	0.6	1	1	1	1	0	0
10340	C0011991	diarrhea	1	indication	1	1	1	1	1	1		0
3467	C0000833	abscess	26	indication	7	0.269230769230769	1	1	1	1	0	0
124087	C0035457	perennial allergic rhinitis	14	indication	8	0.571428571428571	2	2	2	2	0	0
5852	C0015230	rash	9	indication	1	0.111111111111111	2	2	2	2		0
2130	C0034072	cor pulmonale	22	indication	2	0.0909090909090909	1	1	1	1	0	0
447043	C0151281	Genital ulcer	70	indication	34	0.485714285714286	1	1	1	1	0	0
54454	C0242339	dyslipidemia	84	indication	54	0.642857142857143	1	2	1.51851851851852	2	0.504348664241606	1
2244	C1306577	death	16	indication	16	1	1	1	1	1	0	0
3156	C0024115	lung disorder	3	indication	3	1	1	2	1.66666666666667	2	0.577350269189626	0.5
5281008	C0013370	intestinal amebiasis	6	indication	6	1	1	1	1	1	0	0
5281008	C0041976	urethritis	6	indication	6	1	1	1	1	1	0	0
10917	C0878544	cardiomyopathy	7	indication	4	0.571428571428571	1	1	1	1	0	0
446556	C0025500	Mesothelioma	1	indication	1	1	1	1	1	1		0
29029	C1622505	Gardnerella vaginitis	85	indication	8	0.0941176470588235	1	1	1	1	0	0
3825	C0149875	primary dysmenorrhea	4	indication	3	0.75	1	1	1	1	0	0
65027	C0596611	gene mutation	5	indication	1	0.2	1	1	1	1		0
4101	C0085697	chronic pyelonephritis	8	indication	1	0.125	1	1	1	1		0
41781	C0022661	chronic renal failure	12	indication	12	1	1	1	1	1	0	0
2881	C0004096	asthma	14	indication	7	0.5	1	2	1.85714285714286	2	0.377964473009227	0
2118	C0235240	pounding heart	54	indication	38	0.703703703703704	1	1	1	1	0	0
44187	C0032285	pneumonia	2	indication	2	1	1	1	1	1	0	0
5865	C0085932	Bullous dermatitis	43	indication	37	0.86046511627907	1	1	1	1	0	0
131535	C0424092	withdrawn	16	indication	14	0.875	1	1	1	1	0	0
5625	C1306577	death	5	indication	1	0.2	1	1	1	1		0
2477	C0233481	worry	28	indication	21	0.75	1	1	1	1	0	0
5280972	C0024286	Lymphogranuloma venereum	1	indication	1	1	1	1	1	1		0
3746	C0037383	sneezing	17	indication	3	0.176470588235294	1	1	1	1	0	0
5865	C0018939	Hematologic Disorders	43	indication	43	1	1	1	1	1	0	0
60825	C0877248	adverse events	22	indication	6	0.272727272727273	1	1	1	1	0	0
2972	C0002871	anemia	1	indication	1	1	1	1	1	1		0
2140	C0028945	oligodendrogliomas	15	indication	5	0.333333333333333	1	1	1	1	0	0
4195	C0020649	hypotension	11	indication	11	1	1	1	1	1	0	0
43815	C0455386	family history of suicide	95	indication	1	0.0105263157894737	1	1	1	1		0
5742673	C0007642	cellulitis	10	indication	8	0.8	1	1	1	1	0	0
5754	C0001627	Congenital adrenal hyperplasia	67	indication	10	0.149253731343284	1	1	1	1	0	0
6691	C0042487	venous thrombosis	71	indication	71	1	1	1	1	1	0	0
259331	C0600139	carcinoma of the prostate	5	indication	4	0.8	1	1	1	1	0	0
2471	C0013604	edema	5	indication	5	1	1	1	1	1	0	0
4946	C0004239	atrial flutter	46	indication	8	0.173913043478261	1	1	1	1	0	0
3355	C0694539	chronic atrial fibrillation	6	indication	6	1	1	1	1	1	0	0
5533	C0235198	impaired concentration	21	indication	11	0.523809523809524	1	1	1	1	0	0
71362	C0002994	angioedema	1	indication	1	1	1	1	1	1		0
31307	C0149922	lichen simplex	62	indication	6	0.0967741935483871	2	2	2	2	0	0
4510	C0016167	anal fissures	40	indication	1	0.025	1	1	1	1		0
60834	C1269683	major depressive disorder	21	indication	21	1	2	3	2.95238095238095	3	0.218217890235992	0
5743	C0022568	keratitis	29	indication	22	0.758620689655172	1	1	1	1	0	0
5284570	C0085762	alcohol abuse	55	indication	2	0.0363636363636364	1	1	1	1	0	0
65628	C0024299	lymphoma	1	indication	1	1	2	2	2	2		0
443872	C0020538	hypertension	6	indication	6	1	1	2	1.83333333333333	2	0.408248290463863	0
43805	C0280100	solid tumors	19	indication	3	0.157894736842105	1	1	1	1	0	0
5281011	C0006277	bronchitis	38	indication	6	0.157894736842105	1	1	1	1	0	0
3261	C0917801	insomnia	4	indication	4	1	1	1	1	1	0	0
3488	C0038435	stressed	26	indication	3	0.115384615384615	1	1	1	1	0	0
9294	C0020649	hypotension	3	indication	1	0.333333333333333	1	1	1	1		0
43672	C0014179	endometritis	6	indication	6	1	1	1	1	1	0	0
65028	C0009443	common cold	12	indication	6	0.5	1	1	1	1	0	0
4917	C0027497	nausea	15	indication	14	0.933333333333333	1	1	1	1	0	0
5815	C0002994	angioedema	15	indication	13	0.866666666666667	1	1	1	1	0	0
14969	C0340359	prosthetic valve endocarditis	23	indication	15	0.652173913043478	1	1	1	1	0	0
5755	C0281963	red cell aplasia	30	indication	12	0.4	1	1	1	1	0	0
5479529	C2936894	erythema migrans	34	indication	10	0.294117647058824	1	1	1	1	0	0
1983	C0040460	toothache	8	indication	7	0.875	1	1	1	1	0	0
5280452	C0029408	osteoarthritis	10	indication	9	0.9	1	1	1	1	0	0
6252	C0687702	remission	8	indication	4	0.5	1	2	1.25	1	0.5	0.25
27661	C0002962	angina	4	indication	4	1	2	2	2	2	0	0
2907	C0476089	endometrial cancer	9	indication	1	0.111111111111111	1	1	1	1		0
2802	C0600142	hot flushes	34	indication	23	0.676470588235294	1	1	1	1	0	0
31703	C0019693	HIV infection	15	indication	1	0.0666666666666667	1	1	1	1		0
5280453	C0020502	hyperparathyroidism	15	indication	4	0.266666666666667	1	1	1	1	0	0
5743	C0019364	Herpes zoster ophthalmicus	29	indication	15	0.517241379310345	2	2	2	2	0	0
4510	C0235462	angina attacks	40	indication	6	0.15	1	1	1	1	0	0
5815	C0015230	rash	15	indication	7	0.466666666666667	1	1	1	1	0	0
3105	C0028077	night blindness	2	indication	1	0.5	1	1	1	1		0
16129704	C0687133	Interactions	5	indication	2	0.4	1	1	1	1	0	0
5215	C0001175	acquired immunodeficiency syndrome	1	indication	1	1	1	1	1	1		0
441276	C0235996	elevated liver enzymes	12	indication	1	0.0833333333333333	1	1	1	1		0
3114	C1306577	death	6	indication	3	0.5	1	1	1	1	0	0
2895	C0522224	paralysis	41	indication	41	1	1	1	1	1	0	0
6918140	C0020538	hypertension	6	indication	6	1	2	4	2.33333333333333	2	0.816496580927726	0
74989	C0032285	pneumonia	2	indication	2	1	1	1	1	1	0	0
4211	C0007097	carcinoma	2	indication	2	1	1	1	1	1	0	0
6234	C0022658	nephropathy	4	indication	4	1	1	1	1	1	0	0
5460135	C0016382	flushing	6	indication	1	0.166666666666667	1	1	1	1		0
2484	C1384589	tinea cruris	2	indication	1	0.5	2	2	2	2		0
35370	C0242656	progression	28	indication	15	0.535714285714286	2	4	2.93333333333333	2	0.883715101688537	2
5379	C0007642	cellulitis	18	indication	7	0.388888888888889	1	1	1	1	0	0
3776	C0231528	myalgia	4	indication	2	0.5	1	1	1	1	0	0
36462	C0024299	lymphoma	3	indication	2	0.666666666666667	1	2	1.5	1	0.707106781186548	0.5
131204	C0030446	paralytic ileus	1	indication	1	1	1	1	1	1		0
271	C0022661	chronic renal failure	18	indication	9	0.5	1	2	1.22222222222222	1	0.440958551844098	0
3519	C0020538	hypertension	7	indication	6	0.857142857142857	1	1	1	1	0	0
60772	C0276248	disseminated herpes zoster	25	indication	11	0.44	1	1	1	1	0	0
2771	C0424000	suicidal ideation	93	indication	63	0.67741935483871	1	1	1	1	0	0
43672	C0030455	pelvic cellulitis	6	indication	3	0.5	1	1	1	1	0	0
3954	C0021831	bowel disease	11	indication	10	0.909090909090909	1	1	1	1	0	0
3467	C0036508	seborrhea	26	indication	7	0.269230769230769	1	1	1	1	0	0
636380	C0429029	ST segment	9	indication	2	0.222222222222222	1	1	1	1	0	0
31307	C0035457	perennial allergic rhinitis	62	indication	9	0.145161290322581	1	1	1	1	0	0
1349907	C0687702	remission	8	indication	8	1	1	1	1	1	0	0
446155	C0023895	liver disease	16	indication	15	0.9375	1	1	1	1	0	0
54454	C0010054	Coronary Atherosclerosis	84	indication	30	0.357142857142857	1	1	1	1	0	0
636380	C0013922	embolism	9	indication	9	1	1	1	1	1	0	0
5280972	C0041471	typhus	1	indication	1	1	2	2	2	2		0
154417	C0877419	spastic bladder	23	indication	13	0.565217391304348	1	1	1	1	0	0
5281011	C0043388	Yaws	38	indication	18	0.473684210526316	1	1	1	1	0	0
5755	C0017178	Gastrointestinal Disorders	30	indication	19	0.633333333333333	1	1	1	1	0	0
10631	C0041747	unintended pregnancy	39	indication	8	0.205128205128205	1	2	1.625	2	0.517549169506766	1
3690	C0035412	rhabdomyosarcoma	4	indication	1	0.25	1	1	1	1		0
3639	C0376356	premenstrual tension	67	indication	3	0.0447761194029851	1	1	1	1	0	0
43815	C0005778	coagulation	95	indication	1	0.0105263157894737	1	1	1	1		0
65492	C0010709	cyst	5	indication	3	0.6	1	1	1	1	0	0
60822	C0004153	atherosclerotic vascular disease	23	indication	19	0.826086956521739	1	1	1	1	0	0
101526	C0004623	bacterial infections	30	indication	2	0.0666666666666667	1	1	1	1	0	0
5566	C0013384	dyskinesia	3	indication	3	1	1	1	1	1	0	0
5284596	C0235063	respiratory depression	8	indication	8	1	1	1	1	1	0	0
5755	C0026946	fungal infection	30	indication	20	0.666666666666667	1	1	1	1	0	0
222786	C0009324	ulcerative colitis	2	indication	2	1	1	1	1	1	0	0
3198	C1384589	tinea cruris	6	indication	6	1	1	1	1	1	0	0
150610	C0744130	diabetic foot infections	12	indication	7	0.583333333333333	1	1	1	1	0	0
14969	C0035243	respiratory tract infection	23	indication	14	0.608695652173913	1	1	1	1	0	0
41867	C0029928	ovary	17	indication	2	0.117647058823529	1	1	1	1	0	0
43805	C0278996	head and neck cancer	19	indication	1	0.0526315789473684	1	1	1	1		0
5359476	C0009324	ulcerative colitis	14	indication	14	1	1	1	1	1	0	0
115355	C0268483	hereditary tyrosinemia	1	indication	1	1	2	2	2	2		0
4723	C0041671	Attention Deficit	2	indication	2	1	1	1	1	1	0	0
126941	C0006142	breast cancer	11	indication	10	0.909090909090909	1	1	1	1	0	0
6249	C0042029	urinary tract infection	15	indication	15	1	1	1	1	1	0	0
16132265	C0033687	proteinuria	1	indication	1	1	1	1	1	1		0
5479529	C0041912	upper respiratory tract infection	34	indication	4	0.117647058823529	1	1	1	1	0	0
3042	C0022107	irritability	23	indication	22	0.956521739130435	1	1	1	1	0	0
16132265	C0009326	Collagen Disorders	1	indication	1	1	1	1	1	1		0
5430	C0014457	eosinophilia	3	indication	3	1	1	1	1	1	0	0
104865	C0242973	ventricular dysfunction	11	indication	1	0.0909090909090909	1	1	1	1		0
3948	C0021400	flu	6	indication	6	1	1	1	1	1	0	0
2662	C0029408	osteoarthritis	30	indication	19	0.633333333333333	1	1	1	1	0	0
3779	C0018801	heart failure	3	indication	2	0.666666666666667	1	1	1	1	0	0
65014	C0024299	lymphoma	1	indication	1	1	1	1	1	1		0
222786	C0035204	respiratory disorder	2	indication	2	1	1	1	1	1	0	0
5280453	C0011389	plaque	15	indication	1	0.0666666666666667	1	1	1	1		0
193962	C1699206	Virologic failure	3	indication	3	1	1	1	1	1	0	0
3759	C0085631	agitation	3	indication	3	1	2	2	2	2	0	0
28486	C0020039	hostility	29	indication	20	0.689655172413793	1	1	1	1	0	0
6691	C0038454	cerebrovascular accident	71	indication	71	1	1	1	1	1	0	0
206	C0041582	ulcer	38	indication	1	0.0263157894736842	1	1	1	1		0
3463	C1261970	Type V hyperlipidemia	37	indication	21	0.567567567567568	1	1	1	1	0	0
11243969	C0011849	diabetes	2	indication	2	1	2	2	2	2	0	0
2907	C0079744	DLBCL	9	indication	8	0.888888888888889	1	2	1.75	2	0.462910049886276	0.25
5757	C0025320	menopause	80	indication	47	0.5875	1	2	1.06382978723404	1	0.247092248145165	0
3108	C0232910	teratogenicity	19	indication	1	0.0526315789473684	1	1	1	1		0
441276	C0001807	aggressive	12	indication	1	0.0833333333333333	1	1	1	1		0
338	C0011603	dermatitis	38	indication	1	0.0263157894736842	1	1	1	1		0
206	C0394996	acute alcoholic intoxication	38	indication	1	0.0263157894736842	1	1	1	1		0
54840	C0033975	psychosis	21	indication	21	1	1	1	1	1	0	0
4870	C0232989	normal pregnancy	1	indication	1	1	1	1	1	1		0
5324345	C0231303	distress	26	indication	13	0.5	1	1	1	1	0	0
56329	C0268790	renovascular	20	indication	6	0.3	1	1	1	1	0	0
2907	C0027651	tumor	9	indication	1	0.111111111111111	2	2	2	2		0
148123	C0278701	gastric adenocarcinoma	27	indication	9	0.333333333333333	2	2	2	2	0	0
5426	C0020649	hypotension	14	indication	6	0.428571428571429	1	2	1.66666666666667	2	0.516397779494322	0.75
44564	C0022573	keratoconjunctivitis	1	indication	1	1	1	1	1	1		0
5284631	C0878773	overactive bladder	4	indication	4	1	1	1	1	1	0	0
5318	C0014518	toxic epidermal necrolysis	5	indication	3	0.6	1	1	1	1	0	0
2022	C0205204	crusting	50	indication	1	0.02	2	2	2	2		0
5344	C0040558	toxoplasmosis	1	indication	1	1	1	1	1	1		0
5426	C0020507	hyperplasia	14	indication	2	0.142857142857143	1	1	1	1	0	0
25077648	C0042131	uterus	4	indication	2	0.5	1	1	1	1	0	0
68740	C0242379	lung cancer	16	indication	1	0.0625	1	1	1	1		0
16129682	C0004604	back pain	7	indication	1	0.142857142857143	1	1	1	1		0
5755	C0002390	allergic pneumonitis	30	indication	12	0.4	1	1	1	1	0	0
77999	C0043096	weight loss	21	indication	19	0.904761904761905	1	1	1	1	0	0
3348	C0235267	red eye	22	indication	16	0.727272727272727	1	1	1	1	0	0
5865	C0024299	lymphoma	43	indication	43	1	1	1	1	1	0	0
31477	C0017612	open angle glaucoma	1	indication	1	1	1	1	1	1		0
6741	C0022658	nephropathy	39	indication	12	0.307692307692308	1	1	1	1	0	0
5344	C0025289	meningitis	1	indication	1	1	1	1	1	1		0
4829	C0018799	heart disease	43	indication	1	0.0232558139534884	2	2	2	2		0
5978	C0242379	lung cancer	2	indication	1	0.5	1	1	1	1		0
2519	C0235063	respiratory depression	9	indication	1	0.111111111111111	1	1	1	1		0
57363	C0426732	enlarged prostate	27	indication	22	0.814814814814815	1	1	1	1	0	0
60825	C0021051	immunodeficiency	22	indication	2	0.0909090909090909	1	1	1	1	0	0
3373	C0600097	sedation	18	indication	18	1	1	1	1	1	0	0
25419	C0020437	hypercalcemia	3	indication	3	1	1	1	1	1	0	0
4236	C0028778	obstruction	6	indication	5	0.833333333333333	1	1	1	1	0	0
3062316	C0023473	chronic myeloid leukemia	6	indication	6	1	1	1	1	1	0	0
43672	C0010674	cystic fibrosis	6	indication	6	1	1	1	1	1	0	0
4748	C0042963	vomiting	6	indication	6	1	1	1	1	1	0	0
6215	C0042164	uveitis	18	indication	2	0.111111111111111	1	1	1	1	0	0
6436173	C0015967	fever	5	indication	5	1	1	1	1	1	0	0
1548886	C0003873	rheumatoid arthritis	12	indication	10	0.833333333333333	1	2	1.7	2	0.483045891539648	0.75
101526	C0032285	pneumonia	30	indication	28	0.933333333333333	1	2	1.85714285714286	2	0.356348322549899	0
68740	C0280100	solid tumors	16	indication	12	0.75	2	2	2	2	0	0
